threads_files,time
1,0.18288555
2,0.20496570000000003
3,0.16598799999999997
4,0.19887315
5,0.21035660000000003
6,0.25908165000000005
7,0.3410818
8,0.33684805
9,0.3347608
10,0.35834679999999997
11,0.36431365000000004
12,0.4543315
13,0.36725605
14,0.3901848
15,0.42813470000000003
16,0.465918
17,0.4248775
18,0.49892649999999994
19,0.49913115
20,0.5066733500000001
21,0.5883646
22,0.5697952999999999
23,0.6122427499999998
24,0.61123675
25,0.6985817
26,0.6813460000000001
27,0.6426099500000001
28,0.6989853999999998
29,0.7026539000000002
30,0.6929114
31,0.6843248000000003
32,0.7808556500000001
33,0.76329665
34,0.8383665500000002
35,0.7744932999999998
36,0.9437997999999999
37,0.8051212999999999
38,0.8220375499999999
39,0.8879179500000001
40,0.8926209000000002
41,0.98746275
42,0.8834953500000001
43,0.9957657499999998
44,0.9229309500000001
45,1.03638415
46,1.0527498000000004
47,0.9714303
48,1.0331519500000002
49,1.1163758
50,1.0555710500000002
