threads_files,time
1,5341.0
2,2972.594
3,2572.016
4,2473.14
5,2504.13
6,2548.48
7,2537.222
8,2555.64
9,2651.78
10,2629.164
11,2659.086
12,2727.086
13,2847.538
14,2980.184
15,3122.352
16,3104.668
17,3293.488
18,3518.684
19,3623.276
20,3519.25
